Time,Exact
0,0
1,0.30515686
2,0.356016337
3,0.563813628
4,1.142885098
5,1.045525529
6,0.74254836
7,0
8,0
9,1.150877302
10,3.059560807
11,1.726558141
12,1.291903365
13,1.498102215
14,2.631856826
15,1.922246032
16,2.544160557
17,2.140830375
18,0.297784658
19,67.2234407
20,221.7230997
21,344.3913138
22,417.6773979
23,467.761873
24,462.0462366
25,418.5492746
26,365.5343248
27,312.5435938
28,268.7560063
29,229.2309272
30,192.1519468
31,160.1346953
32,132.5494838
33,105.61818
34,85.87985926
35,63.45325191
36,44.9258711
37,62.89621954
38,60.83762168
39,77.16109182
40,92.73377922
41,107.3619335
42,121.0455546
43,134.2690185
44,146.6448245
45,159.7229757
46,172.7769081
47,185.1769329
48,198.5941472
49,206.5863507
50,217.48481
51,232.500465
52,239.4512602
53,248.0731524
54,261.9020863
55,243.5926747
56,240.1051677
57,230.5629611
58,215.3535557
59,198.3519592
60,181.3745815
61,165.8745505
62,152.7963993
63,141.7526273
64,128.6744761
65,117.2916408
66,106.8533387
67,95.17987786
68,81.15719356
69,68.32123039
70,55.36417323
71,43.06102362
72,30.53990483
73,42.55242885
74,42.55242885
75,54.85557846
76,67.13450927
77,80.06734763
78,92.63690402
79,104.9400536
80,116.7588273
81,126.5916594
82,138.1440263
83,150.3987383
84,162.8229819
85,173.0433148
86,179.146452
87,187.5745939
88,198.3519592
89,203.3410317
90,211.1394848
91,198.981648
92,193.7503875
93,182.3675522
94,172.8011269
95,160.4011021
96,147.7104517
97,137.3932435
98,127.6330678
99,115.233043
100,104.3103649
101,94.33221991
102,84.76579453
103,75.56265113
104,65.72981896
105,55.41261083
106,45.11962149
107,34.75397576
108,24.8242684
109,34.75397576
110,34.75397576
111,44.68368312
112,55.70323641
113,66.35950772
114,78.10562496
115,87.84158193
116,98.32832166
117,108.500217
118,117.0010153
119,127.2213482
120,139.0643406
121,149.3331112
122,159.0448493
123,167.1823656
124,180.5269236
125,191.4253829
126,196.3902365
127,191.7886648
128,199.0543044
129,196.4871117
130,194.0652319
131,182.876147
132,168.5386183
133,158.0276598
134,148.1706088
135,136.4002728
136,125.6471263
137,112.9080383
138,100.0478563
139,88.3743955
140,77.13687302
141,65.70560016
142,54.05635811
143,42.28602207
144,30.63678002
145,42.89149203
146,42.89149203
147,55.14620404
148,67.25560326
149,77.76656178
150,89.29470984
151,101.5978594
152,115.7658565
153,130.490886
154,143.2784116
155,154.3221836
156,168.1753364
157,182.1253643
158,193.6535123
159,205.2785356
160,219.8340334
161,234.3653125
162,241.8004836
163,224.6051367
164,227.6567053
165,217.1457468
166,200.5558699
167,192.9996047
168,182.9245846
169,167.6667416
170,152.8690557
171,142.6002852
172,131.0721371
173,117.8486732
174,105.8119304
175,92.00721526
176,79.14703329
177,66.6016957
178,54.83135966
179,42.72196044
180,30.51568603
181,43.01258603
182,43.06102362
183,55.46104842
184,68.2001364
185,79.87359725
186,90.94158813
187,99.2244172
188,110.0744389
189,123.2979028
190,134.2447997
191,142.7698168
192,152.0213978
193,166.3104889
194,179.0011393
195,190.7714753
196,194.2589823
197,202.0574354
198,210.8488592
199,199.0785232
200,195.5183598
201,185.5402148
202,172.3894073
203,159.6987569
204,149.8174871
205,136.3518352
206,124.4604052
207,114.1916346
208,105.7150552
209,96.1728486
210,84.71735693
211,73.52827206
212,62.96887594
213,52.96651218
214,43.31047725
215,33.97655233
216,24.30356423
217,34.02498992
218,34.30350611
219,44.24774475
220,54.2016709
221,64.22825346
222,74.4243676
223,82.99782225
224,90.44268089
225,97.64050778
226,106.54576
227,116.2235918
228,124.322358
229,131.8834669
230,140.0330926
231,149.0618606
232,156.1555467
233,162.7139973
234,175.4433978
235,166.3419733
236,159.6866475
237,153.8596046
238,145.9182606
239,134.0558931
240,126.0346271
241,119.0547694
242,109.08389
243,99.40605819
244,91.32666703
245,83.54758897
246,75.53358857
247,67.42513485
248,57.34284906
249,48.25595589
250,39.12546888
251,30.43092024
252,21.59832445
253,30.10881022
254,30.10881022
255,38.76945254
256,47.42040734
257,57.51964629
258,66.81966489
259,75.29624434
260,81.63430389
261,89.65072618
262,102.0120009
263,114.7123388
264,125.8505642
265,135.9255844
266,145.0294307
267,159.9143042
268,177.0394166
269,194.0410131
270,205.0847852
271,196.7050809
272,196.2449237
273,186.363654
274,184.4261501
275,184.2808373
276,169.4347139
277,158.3909418
278,149.6721743
279,137.2721495
280,125.1143127
281,116.2502325
282,107.0713079
283,95.78534782
284,83.86969899
285,72.19623814
286,59.14230578
287,46.11259223
288,32.93756588
289,45.91884184
290,45.43446587
291,58.41574183
292,71.83295617
293,85.34704569
294,100.6291075
295,115.7416377
296,129.764322
297,143.7627875
298,157.640159
299,175.5136323
300,196.8261749
301,215.0871489
302,231.1926499
303,248.0489336
304,270.7661665
305,289.1724533
306,304.9388911
307,294.137307
308,302.2021669
309,292.1271468
310,277.5474301
311,269.1677258
312,256.7434822
313,240.2746993
314,227.8746745
315,214.6996481
316,196.5839869
317,179.0495768
318,160.9823532
319,142.382316
320,125.3080631
321,107.3377147
322,88.71345868
323,69.24154473
324,49.89072478
325,69.84701469
326,69.99232748
327,91.11111972
328,111.4306916
329,132.5494838
330,154.6854656
331,178.3714505
332,204.019158
333,229.8848348
334,255.6536363
335,280.7443115
336,308.3295229
337,339.0389593
338,368.0530799
339,397.5515764
340,425.2821006
341,460.9806095
342,493.7970813
343,477.9579872
344,488.3720705
345,462.3126434
346,435.5750899
347,414.6016105
348,391.4968767
349,366.2124512
350,337.3678622
351,309.1287433
352,281.761501
353,254.5880092
354,225.2106067
355,194.9855462
356,168.0784612
357,141.7284085
358,115.7900753
359,90.02127379
360,64.30090985
361,89.875961
362,89.8517422
363,115.233043
364,139.5971542
365,163.0893887
366,185.4433396
367,207.0949454
368,230.2238979
369,251.245815
370,270.475541
371,291.981834
372,317.4115723
373,343.761625
374,367.1327655
375,388.6874961
376,403.7515888
377,396.4375116
378,390.9156256
379,355.6530551
380,341.6303708
381,316.6850084
382,293.0716799
383,268.7075687
384,246.0872109
385,223.612166
386,199.8293059
387,177.9839497
388,157.0831267
389,138.773715
390,121.9174313
391,105.6423988
392,90.04549259
393,73.77046004
394,60.15949532
395,45.77352905
396,32.5742839
397,45.60399746
398,45.36180947
399,58.19777265
400,70.52514105
401,82.48922748
402,92.9759672
403,102.3244234
404,109.4447501
405,117.0010153
406,127.245567
407,134.9955825
408,139.4276226
409,143.6223185
410,148.5532659
411,156.4437504
412,157.6571122
413,155.3321075
414,158.548364
415,146.5649025
416,140.0718426
417,127.3085359
418,117.5217194
419,107.2674802
420,97.70589854
421,90.17385222
422,82.85977509
423,73.58881905
424,64.06598751
425,58.17113197
426,52.26416703
427,45.84618544
428,39.14726579
429,32.9230346
430,26.52684993
431,20.63199439
432,14.49737274
433,20.07254015
434,20.07254015
435,25.58958243
436,31.14295291
437,36.75687039
438,42.37078787
439,47.98470534
440,53.69307614
441,57.12245799
442,60.1619172
443,66.88021189
444,74.22335157
445,82.50133688
446,84.8893104
447,90.37729013
448,98.88535402
449,99.64582429
450,104.6809125
451,100.6848107
452,97.95293028
453,89.936508
454,87.04236158
455,79.79609709
456,71.74819037
457,63.76083065
458,56.99894212
459,50.97330507
460,24.83395592
461,1.075314651
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
